DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
NG201800000127,NGGE7AFL,NG,2018.0,127.0,NG2018DHS,945.5405883789062,1079.73046875,1233.992919921875,103.74166870117188,90.45833587646484,115.72500610351562,88.74166870117188,29.223005294799805,26.347087860107422,33.22248840332031,24.424312591552734,0.0007869613102891228,0.0020325002683834596,0.056692340157248756,31.740909576416016,30.02666664123535,30.111665725708008,31.694000244140625,11.108333587646484,10.041666984558105,10.449999809265137,10.416666984558105,4.0,3056.0,3044.0,3147.0,3384.0,3670.0,3559.0,3560.0,0.0,0.0,0.0,0.0,29.875,1731.5775146484375,-807,0.0,0.0,0.1250675275652917,0.2974454157419856,25.479999542236328,25.248332977294922,25.050832748413086,26.115333557128906,1.0417991876602173,286.63629150390625,-1.0,22.614543914794922,2.305100440979004,4.447418212890625,0.5663886070251465,0.5637808442115784,0.5535090565681458,0.5115020275115967,0.6168733239173889,0.6053605079650879,0.5517234206199646,0.530540943145752,32.116668701171875,31.96666717529297,32.42499923706055,32.20833206176758,26.53333282470703,26.924999237060547,27.17500114440918,26.983333587646484,21.008333206176758,21.92500114440918,21.975000381469727,21.791667938232422,0.08239482189046926,19.219091415405273,20.469999313354492,19.989999771118164,20.536666870117188,3.5500001907348633,3.433333396911621,3.4833333492279053,3.633333206176758,195787.67857142858,18161.728365384617,105810.05769230769,1414.0,1272.0,1651.0,1297.0,1189.0,1346.0,1202.0,0.5822729468345642,0.0,1.0,1.0,27.54199981689453,23.56399917602539,25.51300048828125,26.948999404907227,25.621000289916992,24.04599952697754,25.145000457763672,27.952999114990234,26.41900062561035,25.799999237060547,24.89099884033203,24.253000259399414,38.9375,4.3125,15.807437896728516,17.960250854492188,20.509145736694336,23.439315795898438,6992.50537109375,7855.0634765625,8860.541015625,9991.380859375,513.0650634765625,576.3539428710938,650.1295166015625,733.1031494140625,8.396666526794434,8.702499389648438,9.884166717529297,8.210000038146973
NG201800000128,NGGE7AFL,NG,2018.0,128.0,NG2018DHS,31130.0859375,35548.0234375,40626.8203125,103.74166870117188,90.45833587646484,115.72500610351562,88.74166870117188,29.223005294799805,26.347087860107422,33.22248840332031,24.424312591552734,0.14742828332460844,0.21506757002610427,0.6374854307908279,30.97909164428711,29.331666946411133,29.53545379638672,29.851818084716797,11.108333587646484,10.041666984558105,10.449999809265137,10.416666984558105,4,3371,3278,3246,3364,3525,3543,3580,0.0,0.0,0.0,0.0,58.666666666666664,1731.5775146484375,-807,0.0,0.0,0.1243061884015288,0.29344281529201105,24.75,24.7358341217041,24.36522674560547,24.905075073242188,1.4630760192871093,299.32301432291666,-1.0,28.363983154296875,6.3197682698567705,5.524043782552083,0.5319470763206482,0.5325297117233276,0.4969383478164673,0.4676429033279419,0.5593896508216858,0.5509073734283447,0.4686705470085144,0.4650072455406189,32.116668701171875,31.96666717529297,32.42499923706055,32.20833206176758,26.53333282470703,26.924999237060547,27.17500114440918,26.983333587646484,21.008333206176758,21.92500114440918,21.975000381469727,21.791667938232422,0.5650466283162435,18.52090835571289,20.139999389648438,19.19499969482422,19.95833396911621,3.5500001907348633,3.433333396911621,3.4833333492279053,3.633333206176758,196519.61363636365,15032.395833333334,106027.89423076923,1384.0,1245.0,1613.0,1261.0,1184.0,1345.0,1168.0,0.45573199590047203,0.0,3.0,3.0,27.54199981689453,23.56399917602539,25.51300048828125,26.948999404907227,25.621000289916992,24.04599952697754,25.145000457763672,27.952999114990234,26.41900062561035,25.799999237060547,24.89099884033203,24.253000259399414,5.933333333333334,0.6,400.1509094238281,454.6474609375,519.17041015625,593.344970703125,9363.88671875,10518.974609375,11865.4423828125,13379.779296875,732.8581380208333,823.2602864583333,928.640625,1047.1591145833333,8.396666526794434,8.702499389648438,9.884166717529297,8.210000038146973
NG201800000129,NGGE7AFL,NG,2018.0,129.0,NG2018DHS,61746.0546875,70508.96875,80582.6875,103.74166870117188,90.45833587646484,115.72500610351562,88.74166870117188,29.223005294799805,26.347087860107422,33.22248840332031,24.424312591552734,0.24158213355324484,0.34739117188887164,0.7689373709938743,29.597272872924805,29.003334045410156,29.12818145751953,30.33799934387207,11.108333587646484,10.041666984558105,10.449999809265137,10.416666984558105,4.0,2995.0,2995.0,3015.0,3052.0,3213.0,3132.0,3139.0,0.0,0.0,0.0,0.0,51.142857142857146,1731.5775146484375,-807.0,0.0,0.0,0.0795072822528674,0.1883763189913621,23.935455322265625,24.446666717529297,24.5115909576416,25.139833450317383,1.5805484226771764,254.020751953125,-1.0,26.744088309151785,7.86449704851423,5.397022247314453,0.45621928572654724,0.45520973205566406,0.4082593619823456,0.41268616914749146,0.4462529718875885,0.43421661853790283,0.35926347970962524,0.3874307870864868,32.116668701171875,31.96666717529297,32.42499923706055,32.20833206176758,26.53333282470703,26.924999237060547,27.17500114440918,26.983333587646484,21.008333206176758,21.92500114440918,21.975000381469727,21.791667938232422,2.206235791816086,18.273635864257812,19.889999389648438,19.895000457763672,19.941667556762695,3.5500001907348633,3.433333396911621,3.4833333492279053,3.633333206176758,193482.75,15583.9609375,109224.72321428571,1405.0,1296.0,1643.0,1295.0,1195.0,1372.0,1216.0,0.2781577450888498,1.0,3.0,3.0,27.54199981689453,23.56399917602539,25.51300048828125,26.948999404907227,25.621000289916992,24.04599952697754,25.145000457763672,27.952999114990234,26.41900062561035,25.799999237060547,24.89099884033203,24.253000259399414,1.5714285714285714,0.21428571428571427,510.41343470982144,579.9266880580357,662.2290736607143,756.8425641741071,9647.318359375,10837.3720703125,12224.595703125,13784.767578125,808.9026227678571,908.6854073660714,1025.00048828125,1155.81689453125,8.396666526794434,8.702499389648438,9.884166717529297,8.210000038146973
NG201800000130,NGGE7AFL,NG,2018.0,130.0,NG2018DHS,45175.0390625,51586.21875,58956.41015625,103.74166870117188,90.45833587646484,115.72500610351562,88.74166870117188,29.223005294799805,26.347087860107422,33.22248840332031,24.424312591552734,0.22609196390424455,0.3129426751817976,0.6730835097176688,29.597272872924805,29.003334045410156,29.12818145751953,30.33799934387207,11.108333587646484,10.041666984558105,10.449999809265137,10.416666984558105,4.0,2995,2995,3015,3052,3213,3132,3139,0.0,0.0,0.0,0.0,39.666666666666664,1731.5775146484375,-807.0,0.0,0.0,0.11041420370306745,0.2618284762669842,23.935455322265625,24.446666717529297,24.5115909576416,25.139833450317383,1.1821549733479817,263.42649739583334,-1.0,21.329654947916666,5.858929951985677,4.563253275553385,0.5183221101760864,0.524052083492279,0.4957440197467804,0.4692681133747101,0.5375642776489258,0.5376136898994446,0.4673383831977844,0.4664415121078491,32.116668701171875,31.96666717529297,32.42499923706055,32.20833206176758,26.53333282470703,26.924999237060547,27.17500114440918,26.983333587646484,21.008333206176758,21.92500114440918,21.975000381469727,21.791667938232422,1.8032145006903286,18.273635864257812,19.889999389648438,19.895000457763672,19.941667556762695,3.5500001907348633,3.433333396911621,3.4833333492279053,3.633333206176758,193271.5625,16719.765625,109537.31818181818,1405,1296,1643,1295,1195,1372,1216,0.2914099375406901,1.0,3.0,3.0,27.54199981689453,23.56399917602539,25.51300048828125,26.948999404907227,25.621000289916992,24.04599952697754,25.145000457763672,27.952999114990234,26.41900062561035,25.799999237060547,24.89099884033203,24.253000259399414,7.0,0.06666666666666667,473.3901672363281,537.8611450195312,614.1936645507812,701.9443359375,10336.2587890625,11611.296875,13097.5849609375,14769.1728515625,808.9026041666667,908.6854166666667,1025.0005208333334,1155.8169270833334,8.396666526794434,8.702499389648438,9.884166717529297,8.210000038146973
NG201800000131,NGGE7AFL,NG,2018.0,131.0,NG2018DHS,6817.6669921875,7785.22119140625,8897.5068359375,103.74166870117188,90.45833587646484,115.72500610351562,88.74166870117188,29.223005294799805,26.347087860107422,33.22248840332031,24.424312591552734,0.019238558908303578,0.02047591283917427,0.03211058179537455,30.75181770324707,29.28499984741211,30.700908660888672,30.219999313354492,11.108333587646484,10.041666984558105,10.449999809265137,10.416666984558105,4.0,3191,3141,3184,3288,3403,3521,3546,0.0,0.0,0.0,0.0,44.857142857142854,1731.5775146484375,4,0.0,0.0,0.14231969635959354,0.32357808213549594,24.539091110229492,24.769166946411133,25.170454025268555,25.047500610351562,1.4318463461739677,257.3897181919643,-1.0,17.59205082484654,4.053540910993304,4.815093449183872,0.5303237438201904,0.5416141152381897,0.5028761029243469,0.476791650056839,0.5592242479324341,0.5687234997749329,0.4785575568675995,0.4811129868030548,32.116668701171875,31.96666717529297,32.42499923706055,32.20833206176758,26.53333282470703,26.924999237060547,27.17500114440918,26.983333587646484,21.008333206176758,21.92500114440918,21.975000381469727,21.791667938232422,0.3261439224769329,18.326364517211914,20.253334045410156,19.639999389648438,19.875,3.5500001907348633,3.433333396911621,3.4833333492279053,3.633333206176758,214348.94642857142,7372.248697916667,89507.90384615384,1393,1302,1536,1283,1223,1380,1192,0.5417473997388568,1.0,1.0,1.0,27.4060001373291,23.343000411987305,25.163000106811523,26.858999252319336,25.4060001373291,23.711000442504883,24.823999404907227,27.764999389648438,26.207000732421875,25.466999053955078,24.597999572753906,23.924999237060547,69.92857142857143,8.357142857142858,103.30584716796875,117.37508392333984,134.03277587890625,153.18222045898438,1738.395263671875,1952.8221435546875,2202.800048828125,2483.939453125,145.79938616071428,163.78337751116072,184.74905831473214,208.32826450892858,8.396666526794434,8.702499389648438,9.884166717529297,8.210000038146973
NG201800000132,NGGE7AFL,NG,2018.0,132.0,NG2018DHS,7472.7158203125,8533.2333984375,9752.3876953125,108.9749984741211,92.88333892822266,117.125,92.50833892822266,30.4116268157959,26.98789405822754,33.22694778442383,25.22954559326172,0.0357596789087568,0.05952555366924831,0.11011907884052821,28.17909049987793,27.668333053588867,28.1733341217041,28.790000915527344,10.983333587646484,9.90000057220459,10.375,10.341667175292969,1.0,3602,3568,3571,3659,4018,3957,4020,0.0,0.0,0.0,0.0,28.857142857142858,1669.350341796875,-807,0.0,0.0,0.14470271742924268,0.3183424311440465,22.799999237060547,23.4325008392334,23.45916748046875,24.150833129882812,1.1642676762172155,216.49956403459822,-1.0,14.069210597446986,2.9933242797851562,3.7726598467145647,0.500638484954834,0.5111258029937744,0.4521370232105255,0.4468465745449066,0.5175915956497192,0.528081476688385,0.41534423828125,0.44138839840888977,32.0,31.858333587646484,32.349998474121094,32.125,26.475000381469727,26.883333206176758,27.133333206176758,26.933334350585938,21.016666412353516,21.95833396911621,21.975000381469727,21.78333282470703,0.377166748046875,17.420909881591797,19.196666717529297,18.7450008392334,19.511667251586914,3.5833334922790527,3.441666603088379,3.5250000953674316,3.6666667461395264,209514.42307692306,6229.419471153846,95948.61607142857,1499,1321,1687,1312,1309,1429,1253,0.645071165902274,0.0,0.0,1.0,26.735000610351562,22.847999572753906,24.437999725341797,26.131999969482422,24.670000076293945,23.128999710083008,24.097999572753906,27.05299949645996,25.450000762939453,24.827999114990234,24.003000259399414,23.34600067138672,78.0,11.857142857142858,93.03966413225446,105.71072823660714,120.71304757254464,137.9594988141741,1882.51123046875,2114.709228515625,2385.41357421875,2689.85400390625,157.83152553013392,177.29921177455358,199.99532645089286,225.5198974609375,8.28083324432373,8.616666793823242,9.81833267211914,8.230833053588867
NG201800000133,NGGE7AFL,NG,2018.0,133.0,NG2018DHS,11121.17578125,12699.4765625,14513.869140625,108.9749984741211,92.88333892822266,117.125,92.50833892822266,30.4116268157959,26.98789405822754,33.22694778442383,25.22954559326172,0.047448779145876564,0.08162457744280498,0.2844884395599365,30.457273483276367,29.831817626953125,29.19499969482422,30.176666259765625,10.983333587646484,9.90000057220459,10.375,10.341667175292969,1.0,3257.0,3165.0,3118.0,3313.0,3628.0,3629.0,3684.0,0.0,0.0,0.0,0.0,28.0,1669.350341796875,5,0.0,0.0,0.1640911843926325,0.34610984015415625,24.35545539855957,24.908409118652344,24.59166717529297,25.036666870117188,1.4023380279541016,301.01629638671875,-1.0,15.648883819580078,4.071798801422119,4.016331672668457,0.504770815372467,0.5156119465827942,0.4453471601009369,0.4356936812400818,0.5206366181373596,0.5329069495201111,0.40523046255111694,0.4229485094547272,32.0,31.858333587646484,32.349998474121094,32.125,26.475000381469727,26.883333206176758,27.133333206176758,26.933334350585938,21.016666412353516,21.95833396911621,21.975000381469727,21.78333282470703,0.5929433277675084,18.253637313842773,19.985000610351562,19.988332748413086,19.89666748046875,3.5833334922790527,3.441666603088379,3.5250000953674316,3.6666667461395264,210155.4423076923,15197.572544642857,93851.56730769231,1584.0,1340.0,1674.0,1308.0,1302.0,1406.0,1280.0,0.12475506961345673,1.0,1.0,2.0,26.732999801635742,22.841999053955078,24.40999984741211,26.141000747680664,24.613000869750977,23.156999588012695,24.115999221801758,27.02899932861328,25.40999984741211,24.868999481201172,24.006999969482422,23.355998992919922,74.0625,8.875,106.79401397705078,121.3382797241211,138.55844116210938,158.35446166992188,1199.8697509765625,1347.8909912109375,1520.4224853515625,1714.472412109375,88.017822265625,98.8760986328125,111.5323486328125,125.76710510253906,8.28083324432373,8.616666793823242,9.81833267211914,8.230833053588867
NG201800000134,NGGE7AFL,NG,2018.0,134.0,NG2018DHS,4941.6083984375,5642.9150390625,6449.1259765625,92.20833587646484,80.55000305175781,97.11666870117188,76.11666870117188,23.542552947998047,21.10480308532715,25.557018280029297,19.31078338623047,8.178247769657796e-06,8.178247769657796e-06,0.00014619881543107688,31.063334147135418,30.745554606119793,31.184444851345486,32.854207356770836,12.091667175292969,11.041666984558105,11.516666412353516,11.308333396911621,4.0,2837.8888888888887,2916.1111111111113,2986.5555555555557,3165.3333333333335,3371.4444444444443,3256.0,3325.3333333333335,0.0,0.0,0.0,0.0,14.251351351351351,1652.5716145833333,4.0,0.0,0.0,0.16638415093207434,0.3436496700209942,25.913233439127605,26.063888549804688,26.193518744574654,27.196733262803818,0.6576403594723931,48.93711569238545,-1.0,5.6439659756148925,1.0559900494598635,3.3691722119272236,0.5493560433387756,0.5678455829620361,0.5926017761230469,0.5033247470855713,0.5861135721206665,0.6067899465560913,0.6361954212188721,0.5114555358886719,33.616668701171875,33.583335876464844,33.95000076293945,33.69166564941406,27.549999237060547,28.03333282470703,28.15833282470703,28.016666412353516,21.524999618530273,22.541667938232422,22.433334350585938,22.383333206176758,0.0,20.763131035698784,21.382222493489582,21.202592637803818,21.539259168836807,3.9166667461395264,3.816666603088379,3.799999952316284,3.941666603088379,130204.56410256411,0.0,25749.291401273884,1063.5,965.3,1221.3,1005.1,948.5,1049.1,850.4,0.2947901188523943,0.0,0.0,0.0,29.322498321533203,24.472999572753906,25.56825065612793,28.41950035095215,26.284250259399414,24.625,25.833999633789062,29.298749923706055,27.5992488861084,26.168750762939453,25.791500091552734,24.84025001525879,833.2641509433962,142.15633423180594,2.052451600419714,2.33197476001496,2.6629255578873003,3.0433817112699466,4402.87353515625,4945.95751953125,5579.046875,6291.119140625,13.968122209821429,15.691057477678571,17.69953461927224,19.958584273921833,7.371666431427002,7.661666393280029,8.518333435058594,7.029166221618652
NG201800000135,NGGE7AFL,NG,2018.0,135.0,NG2018DHS,26045.419921875,29741.748046875,33990.9921875,94.50833892822266,82.06666564941406,96.625,78.69999694824219,23.82563018798828,21.316017150878906,24.881975173950195,19.634096145629883,0.008082945135575307,0.01149234439753279,0.01392496688456475,30.732363891601562,30.966668701171876,30.747332763671874,32.369805908203126,12.0,10.975000381469727,11.491666793823242,11.324999809265137,4.0,2275.6,2247.7,2281.9,2433.0,2543.7,2546.3,2537.2,0.0,0.0,0.0,0.0,42.38666666666666,1652.57177734375,4.0,3.999159336090088,0.0,0.134457805848549,0.29081144553847216,26.1095458984375,26.607666015625,26.491497802734376,27.468902587890625,1.1972508951822918,107.0851875,-0.8266666666666667,12.588529947916667,21.408376302083333,3.99772265625,0.49076121194022043,0.5245105198451451,0.5576968193054199,0.44709719930376324,0.474738529750279,0.5122412272862026,0.5402109963553292,0.41113410677228657,33.83333206176758,33.79166793823242,34.28333282470703,33.991668701171875,27.808334350585938,28.28333282470703,28.524999618530273,28.30000114440918,21.83333396911621,22.816667556762695,22.791667938232422,22.666667938232422,0.2506332653652829,21.486726379394533,22.24866638183594,22.235667419433593,22.567999267578124,3.9666666984558105,3.8499999046325684,3.883333444595337,4.008333206176758,163726.71382636655,8855.860317460318,3759.061507936508,1160.3,974.4,1146.1,1070.5,945.1,1118.8,913.6,0.47036641438802085,0.0,0.0,0.0,29.974750518798828,25.22624969482422,26.344999313354492,29.001001358032227,26.866748809814453,25.41524887084961,26.519750595092773,29.941499710083008,28.256999969482422,27.05324935913086,26.517250061035156,25.565750122070312,144.44,49.04533333333333,12.229973610867276,13.895572276597612,15.867614060305478,18.134642183110955,13048.853515625,14848.826171875,16969.138671875,19388.099609375,45.713132747933884,52.04133845557851,59.49809529958678,68.00872718663912,7.25,7.489166736602783,8.183333396911621,6.799999713897705
NG201800000136,NGGE7AFL,NG,2018.0,136.0,NG2018DHS,27923.021484375,31885.81640625,36441.38671875,102.85833740234375,86.17500305175781,105.76667022705078,85.625,26.716449737548828,23.031179428100586,27.955947875976562,22.192224502563477,0.006576174024551634,0.008352562737843346,0.01101939110528855,31.54934137517756,31.433787952769887,30.790605024857953,33.6255937056108,11.475000381469727,10.449999809265137,10.950000762939453,10.875,1.0,2650.090909090909,2685.0,2702.4545454545455,2873.7272727272725,2922.090909090909,2822.2727272727275,2885.909090909091,0.0,0.0,0.0,0.0,28.810666666666666,1669.350341796875,5.0,8.422653198242188,0.0,0.17474743992181388,0.319272750031427,26.394403631036933,26.613103693181817,26.722048672762785,27.95908702503551,1.4544184883648061,82.59209454378342,-0.8422459893048129,12.203807810411096,0.0,3.7447953657670454,0.47333580255508423,0.5104461908340454,0.5449712872505188,0.4548811912536621,0.4657779633998871,0.5092348456382751,0.5459308624267578,0.42788028717041016,33.31666564941406,33.25833511352539,33.766666412353516,33.50833511352539,27.55000114440918,28.008333206176758,28.266666412353516,28.041667938232422,21.84166717529297,22.808334350585938,22.816667556762695,22.633333206176758,0.0,21.239471435546875,21.792423595081676,22.65348399769176,22.2925761829723,3.8499999046325684,3.741666793823242,3.7833333015441895,3.8583333492279053,236241.5141955836,1200.4784655448718,4093.8239549839227,1238.5,1074.0,1260.7,1116.9,977.2,1218.7,1010.3,0.31397043319946943,0.0,0.0,1.0,30.622751235961914,25.563751220703125,26.765748977661133,29.409250259399414,27.156749725341797,25.96500015258789,26.97224998474121,30.56399917602539,28.649250030517578,27.59375,26.79549789428711,25.97224998474121,241.7807486631016,30.355614973262032,12.772002927055256,14.51142130643531,16.570860006738545,18.93836337601078,20925.7109375,23682.51953125,26916.53515625,30585.38671875,68.84630890708556,77.93753133355615,88.60475852272727,100.70983038101605,7.584166526794434,7.712499618530273,8.559999465942383,7.2758331298828125
NG201800000137,NGGE7AFL,NG,2018.0,137.0,NG2018DHS,34957.5,39918.6171875,45621.8515625,97.34166717529297,84.41666412353516,105.17500305175781,82.21666717529297,25.393478393554688,22.81531524658203,28.109130859375,21.354978561401367,0.004138779413851002,0.00449772047091134,0.005605384141583986,32.59198552911932,31.933787952769887,32.78718983043324,34.27583451704545,11.666666984558105,10.591667175292969,11.074999809265137,10.975000381469727,4.0,2732.2727272727275,2759.6363636363635,2821.090909090909,2995.4545454545455,3128.3636363636365,3057.2727272727275,3094.4545454545455,0.0,0.0,0.0,0.0,26.23913043478261,1714.98359375,4.0,0.3231816291809082,0.0,0.13022552492095316,0.29269964188941777,26.802479137073863,26.934470436789773,27.304731889204547,28.13844715465199,1.7899480073348335,147.01262100883153,-1.0,22.527067764945652,6.501800537109375,6.409836478855299,0.49761882424354553,0.5325599312782288,0.5476186275482178,0.4640180170536041,0.5122035145759583,0.5540701746940613,0.5528264045715332,0.455323189496994,33.21666717529297,33.116668701171875,33.59166717529297,33.358333587646484,27.358333587646484,27.80000114440918,28.03333282470703,27.83333396911621,21.55000114440918,22.524999618530273,22.516666412353516,22.383333206176758,0.0,21.012976906516336,21.935150146484375,21.822271173650567,22.001059792258523,3.8333334922790527,3.700000047683716,3.741666793823242,3.8500001430511475,192224.51446945337,8078.746056782335,29632.686900958466,1240.1818181818182,995.8181818181819,1228.090909090909,1126.8181818181818,994.3636363636364,1141.090909090909,939.8181818181819,0.6391966446586277,0.0,0.0,0.0,29.420333862304688,24.591334025065105,25.94866434733073,28.507664998372395,26.444000244140625,24.796000162760418,25.828999837239582,29.41266632080078,27.64966583251953,26.58233388264974,25.84966786702474,24.95800018310547,152.4076086956522,21.779891304347824,14.39644214527027,16.35709327491554,18.678468116554054,21.34708614864865,19580.99609375,21996.3515625,24811.96875,27978.68359375,62.57785962975544,70.29697053328805,79.29524031929348,89.4155804177989,7.5625,7.836666584014893,8.78083324432373,7.274166584014893
NG201800000138,NGGE7AFL,NG,2018.0,138.0,NG2018DHS,12483.2685546875,14254.8759765625,16291.490234375,106.83333587646484,86.18333435058594,106.01667022705078,88.93333435058594,26.70833396911621,22.098291397094727,26.726890563964844,22.14107894897461,0.00024060907344969492,0.00037537538816058446,0.0005431295387328618,31.23743508078835,31.59090909090909,30.822121360085227,31.484419389204547,11.266666412353516,10.283333778381348,10.808333396911621,10.791666984558105,1.0,2727.818181818182,2820.3636363636365,2821.909090909091,2876.5454545454545,2976.6363636363635,3068.6363636363635,3094.090909090909,0.0,0.0,0.0,0.0,29.88,1624.2173549107142,5.0,0.5453630089759827,0.0,0.19099110906819877,0.3417773064899524,26.380495938387785,26.908330743963067,26.594732111150567,26.721343994140625,1.7026804551721257,125.91577540106952,-0.8850267379679144,15.750574448529411,4.1455303334934825,4.188988343917113,0.49600369135538735,0.5195648829142253,0.4984795570373535,0.4146529197692871,0.4965250015258789,0.5168416023254394,0.4764769872029622,0.37930386861165366,33.400001525878906,33.43333435058594,33.94166564941406,33.650001525878906,27.741666793823242,28.283334732055664,28.516666412353516,28.241666793823242,22.133333206176758,23.150001525878906,23.133333206176758,22.858333587646484,0.0,21.52355263449929,22.225756558504973,22.367348410866477,21.958264437588777,4.0,3.9000000953674316,3.9666666984558105,4.016666889190674,308581.16293929715,1844.4568829113923,11696.423322683706,1244.1,1213.6,1232.0,1123.7,1054.3,1337.4,1166.2,0.32091030590036973,0.0,0.0,0.0,30.46674919128418,25.552000045776367,26.58824920654297,29.498748779296875,26.90799903869629,25.94124984741211,26.897748947143555,30.831748962402344,28.37350082397461,27.561500549316406,26.576000213623047,25.868999481201172,190.71122994652407,122.01604278074866,5.225634304982312,5.937313110680593,6.779928613544475,7.748586485006738,11719.0908203125,13194.484375,14917.560546875,16860.52734375,37.7268131684492,42.48524189505348,48.0435066427139,54.31265144552139,7.325833320617676,7.8933329582214355,7.792500019073486,6.849166393280029
NG201800000139,NGGE7AFL,NG,2018.0,139.0,NG2018DHS,48328.1953125,55186.875,63071.49609375,103.74166870117188,90.45833587646484,115.72500610351562,88.74166870117188,29.223005294799805,26.347087860107422,33.22248840332031,24.424312591552734,0.00041193362229909655,0.000485884407773996,0.002705173996778635,31.850606282552082,30.015184190538193,30.685000949435764,30.638261583116318,11.108333587646484,10.041666984558105,10.449999809265137,10.416666984558105,4.0,2937.3333333333335,2957.4444444444443,3063.4444444444443,3131.1111111111113,3321.6666666666665,3366.4444444444443,3376.1111111111113,0.0,0.0,0.0,0.0,27.497326203208555,1731.5775669642858,5.0,0.0,0.0,0.14575192712144655,0.3266352759879571,25.432220458984375,25.309814453125,25.563435872395832,25.62329779730903,1.3249648803058156,200.27327038770053,-1.0,17.753078521891712,7.5656150777072195,4.383185565152908,0.5418009440104167,0.5516298929850261,0.5299453099568685,0.4847838083902995,0.5747378031412761,0.5808081309000651,0.5157680193583171,0.48992023468017576,32.116668701171875,31.96666717529297,32.42499923706055,32.20833206176758,26.53333282470703,26.924999237060547,27.17500114440918,26.983333587646484,21.008333206176758,21.92500114440918,21.975000381469727,21.791667938232422,0.06461439834584423,19.013838026258682,20.604444715711807,20.441869099934895,20.608334011501736,3.5500001907348633,3.433333396911621,3.4833333492279053,3.633333206176758,195128.3785488959,22437.246006389778,83897.31210191082,1356.8,1193.0,1585.2,1291.6,1174.6,1306.7,1172.0,0.1936529638932988,0.0,0.0,0.0,27.80175018310547,23.655250549316406,25.438501358032227,27.33475112915039,25.75174903869629,23.87849998474121,25.01099967956543,28.08100128173828,26.489500045776367,25.752750396728516,24.957998275756836,24.069250106811523,134.51604278074868,14.251336898395722,19.475205578251348,22.127532218665767,25.26784134939353,28.87789020384097,153861.96875,172840.8125,194965.140625,219847.84375,483.2589405080214,542.8689004010695,612.3582887700535,690.5113218582887,8.396666526794434,8.702499389648438,9.884166717529297,8.210000038146973
