DHSID,DHSYEAR,DHSCLUST,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,ITN_Coverage_2000,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,ITN_Coverage_2020,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Incidence_2020,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Malaria_Prevalence_2020,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
KE202200000071,2022,71,47.11753082,53.6138916,61.16595459,69.84450531,78.86566162,12.02845478,9.116657257,10.354002,18.11891365,17.77510262,32.07174301,33.88718796,33.30329895,33.49888992,31.28111076,9.570572853,9.612716675,9.025650978,9.105425835,8.773394585,2,358.0058594,0.28549546,0.244529352,0.250828832,0.266464233,0.343574196,0,0,0,0,0,34.08810806,6,0,0.033923183,0.120832555,0.399001271,0.613367915,0.673582137,25.75123215,27.11958313,27.10347176,27.14842033,26.05840302,15.48389149,32.55667114,34.99151611,0.01534658,7.110735893,0.574288249,0.324532747,0.05459981,0.138636589,0.114253119,0.722245574,0.271546304,0.028363425,0.087621562,0.074564084,30.24539948,30.68138123,30.43684959,30.60798645,30.36106873,25.43875885,25.8515625,25.89500809,26.03537369,25.95099831,20.67482758,21.06866264,21.41119766,21.50255966,21.58767319,0.114291772,19.43072128,20.35198021,20.90364647,20.79795074,20.83569717,4.39743948,4.511545181,4.36944437,4.312369823,4.284939289,52.89440155,41.13020706,45.24123383,78.1354599,76.16523743,731.5166016,496.1635132,563.3314209,803.307312,1042.807007,25.423769,25.85018539,26.16753578,25.32070923,23.75665092,22.86525154,21.94615555,22.14950562,22.68483353,23.87404823,24.62250519,25.17334747,53.17480469,322.647583,372.4148865,475.3814087,451.1333923,566.8104248,514.5460205,584.5179443,662.041748,745.4354248,826.1169434,23.96761513,27.22691727,30.83798409,34.72247314,38.48062515,9.046831131,8.114991188,8.602729797,10.9122963,11.25226974
KE202200000072,2022,72,25.95105743,29.52907562,33.68854523,38.46845245,45.79714966,13.28257751,10.26538563,10.9673605,19.56289673,19.25399208,31.79655266,33.22135544,32.22989655,33.37062454,32.5799675,9.135025978,9.158507347,8.588411331,8.681119919,8.327864647,2,283.0009766,0.319106251,0.305344105,0.340637147,0.329987317,0.357930124,0,0,0,0,0,21.39369011,6,0,0.038870335,0.146289527,0.424283713,0.604886591,0.693715155,25.68498039,26.86781311,26.59810829,27.26878548,26.94112968,16.42581367,27.72565651,30.78124619,0.030510159,7.210598469,0.564504385,0.329248607,0.085904792,0.14215076,0.110774674,0.625873864,0.275911868,0.04651029,0.088822618,0.070356444,30.35776901,30.79084206,30.53967094,30.73012161,30.47508812,25.76757813,26.18559074,26.21857643,26.36892509,26.28493881,21.22274399,21.63233566,21.95125961,22.04900169,22.14722252,0,19.57340813,20.51427078,20.96631813,21.1669445,21.30229187,4.34600687,4.459896088,4.315191269,4.266580105,4.240104198,57.7261734,45.78255081,47.32625961,83.46666718,81.63893127,820.9580688,582.0205078,669.3338013,990.1460571,1144.109741,25.80230713,26.06302834,26.37462044,25.58737564,23.87543678,23.00710297,22.09718895,22.29349327,22.84886742,23.98431778,24.78842354,25.45034981,77.18652344,93.84321594,106.118866,114.1594696,115.9783325,168.5675659,617.8660278,701.8881836,794.9786377,895.1176758,991.9998779,28.78443527,32.6987648,37.03555298,41.70071793,46.21415329,9.666449547,8.668797493,9.017690659,11.57822037,11.80929661
KE202200000073,2022,73,21.24996376,24.1798172,27.58578873,31.49980736,38.18580627,12.99381828,9.975878716,10.67548275,19.25848961,18.40328026,31.16213417,34.04354095,33.11164474,32.93117905,31.99387741,9.099507332,9.1276474,8.549146652,8.639800072,8.301981926,2,291.1484375,0.340177476,0.281371057,0.315685064,0.350652039,0.377619714,0,0,0,0,0,25.81373596,6,0.413066864,0.037215348,0.133944824,0.428765595,0.610696018,0.691612065,25.38142586,27.33634186,27.09105873,27.00333977,26.75579834,17.1152935,26.48552704,36.89281845,0.022404214,7.370819092,0.568362653,0.283247679,0.060746562,0.134918794,0.107391864,0.665328085,0.224092752,0.031789966,0.084532715,0.069012597,30.36738968,30.80904388,30.55872536,30.74131966,30.4993782,25.79628181,26.22054482,26.25531006,26.40423965,26.31986427,21.2678833,21.68139458,22.0095787,22.10151863,22.19739532,0.006038493,19.60071945,20.62914467,21.07047462,21.07549667,21.51772118,4.395703316,4.512702465,4.370370388,4.318966866,4.294314384,57.11697006,45.0181694,46.65581512,83.1767807,79.02947235,775.9075928,517.7061768,587.5110474,947.1661987,1023.969055,25.63635063,25.99230194,26.42271996,25.60053253,23.90031242,23.05155182,22.11940002,22.29930878,22.87364006,23.97207832,24.83075142,25.4024353,57.38183594,152.9982758,348.8697815,361.6788635,269.2319641,361.8031616,832.4232178,945.6224976,1071.039063,1205.951904,1336.476929,38.77437592,44.04721069,49.88912964,56.17338562,62.25325775,9.499401093,8.547097206,8.858297348,11.4505949,11.59105396
KE202200000074,2022,74,165.4360199,188.2456055,214.7619171,245.2334747,274.9862976,16.82550621,13.1826601,12.6479435,23.12049675,21.50388145,30.6305809,31.71222305,31.3109951,31.15693283,31.50310707,7.941579819,7.978472233,7.39259243,7.479701996,7.199276924,2,83.03125,0.364502847,0.342892945,0.349905223,0.371288717,0.379149884,0,0,0,0,0,31.90195274,8,0.320973992,0.045755811,0.160249084,0.474891514,0.547692418,0.673974514,25.90773392,26.84262276,26.72789955,26.73232079,27.10829163,58.73427582,122.492363,16.57306099,0.238114491,3.760903597,0.371868491,0.129641861,0.158296123,0.15154928,0.099386677,0.334597468,0.075361602,0.098438792,0.097638018,0.06126643,30.37313461,30.78253746,30.55988121,30.76960373,30.56025696,26.37420464,26.7686348,26.84189796,27.00891113,26.93494034,22.43155479,22.8040657,23.16728973,23.28990173,23.36098099,0.04968768,21.18488693,21.97302055,22.144804,22.30770874,22.71347809,4.278544903,4.377025604,4.245717525,4.187384129,4.210865021,71.98868561,57.70084,53.69959641,96.81439972,90.54994202,1174.807983,854.6375732,1112.652222,1667.397705,1581.49353,26.49926949,26.88191986,27.52666855,26.99260902,25.31495476,24.54100227,23.72583961,23.84419632,24.25886154,25.31186104,25.94470787,26.49342537,27.90917969,472.1624451,626.4997559,742.81427,712.5039673,810.0894775,3488.841553,3963.281006,4488.925293,5054.370117,5601.425293,162.5184174,184.6189117,209.10466,235.444397,260.9275208,10.42049503,9.089840889,9.325688362,12.71728706,12.06529808
KE202200000075,2022,75,132.4658508,150.72966,171.9614716,196.36026,205.9226379,16.65095329,13.05117416,12.59385681,22.98370743,21.51074409,30.31367302,30.90295219,31.12260437,30.95423698,30.87923241,8.039149284,8.073958397,7.491189003,7.577994823,7.290885448,2,88.53027344,0.338813066,0.345434725,0.328380734,0.347900182,0.386125177,0,0,0,0,0,28.72720909,8,0.437699378,0.044855274,0.168536231,0.483810842,0.561669886,0.684089482,25.56729126,26.35258675,26.51638985,26.56899261,26.63414764,48.52265549,114.7121811,19.04409218,0.247687533,4.536703587,0.387669355,0.155650079,0.170298129,0.162587032,0.107309543,0.353780121,0.095628567,0.108877823,0.107094504,0.067367315,30.4085083,30.82391548,30.59592056,30.80351639,30.59149361,26.36106873,26.76288986,26.82821274,26.99427032,26.91992188,22.36935806,22.74995804,23.10473251,23.22552109,23.30060768,0.00272141,20.8209095,21.80222321,21.91017342,22.18375015,22.38906097,4.285590172,4.38320303,4.253472328,4.195572853,4.215494633,71.35915375,57.20594788,53.56762314,96.42982483,90.67842865,1222.271729,884.7896729,1118.89563,1758.85437,1673.629028,26.56423378,26.93716431,27.52129173,26.95516014,25.30244637,24.47265244,23.62727547,23.74065971,24.24204636,25.28196716,25.88952637,26.47780228,45.40234375,468.1311035,442.0382996,483.4329224,481.2995605,528.7891846,4050.74292,4601.59375,5211.896973,5868.410645,6503.572266,188.702179,214.3633423,242.7940674,273.3774719,302.966217,10.33196163,9.028619766,9.249587059,12.52718735,12.00363731
KE202200000076,2022,76,29.15839386,33.17862701,37.85217667,43.22283936,50.60477448,13.93246174,10.74121571,10.89154816,19.75784683,18.14095497,31.57060623,33.75673676,33.66041565,33.35169983,32.85212326,8.624695778,8.669835091,8.062457085,8.136241913,7.873307705,2,226.8378906,0.349619299,0.29122135,0.300631076,0.332197219,0.369651437,0,0,0,0,0,21,6,0,0.038214434,0.130396351,0.423251331,0.574292481,0.656642973,25.77960205,27.55699539,27.52489662,27.39199638,27.31918907,39.5044632,40.37718582,22.83028984,0.221082717,3.380768538,0.565282345,0.207236111,0.096065603,0.166180208,0.128641054,0.651230872,0.14476943,0.053172644,0.112248763,0.08661902,30.47443581,30.84071159,30.66631889,30.85590363,30.64123344,26.13489532,26.48307228,26.61071968,26.76836014,26.67947006,21.84973907,22.17087746,22.60386276,22.71966171,22.76792526,0,19.98859787,21.35725784,21.38937569,21.43229103,21.78625488,4.431597233,4.519661427,4.407074928,4.345572948,4.346875191,61.74305725,48.54665756,47.9998703,85.85916138,78.8564682,1126.621216,699.4780273,894.4563599,1429.642212,1368.710327,25.64974213,25.98228836,26.52638245,25.97911835,24.36777115,23.40204239,22.5861187,22.91333008,23.46602249,24.37255859,25.04015732,25.51189232,90.71484375,174.5061188,273.4913025,303.0828247,199.5882721,260.2485962,1198.361328,1361.32373,1541.874146,1736.095459,1924.000122,55.80947113,63.39887238,71.80737305,80.85255432,89.60355377,9.661658287,8.611249924,8.836058617,11.68055534,11.52179241
KE202200000077,2022,77,23.28756523,26.49835396,30.23091698,34.52023697,38.70981598,14.57500744,11.24265289,10.77246094,19.53502655,17.10639,29.86829567,33.9770813,32.58572769,33.13270569,31.47052002,8.2657547,8.334506035,7.681119919,7.696224213,7.567838669,2,139.9804688,0.383521587,0.297559887,0.349502623,0.340353131,0.42640537,0,0,0,0,0,25.32368851,7,0.160405576,0.047249902,0.131593689,0.436071873,0.575786471,0.645302355,25.0571022,27.86348915,27.15093803,27.53614616,26.77437592,35.43289948,43.26175308,27.52856827,0.128248081,4.402721882,0.486751735,0.140692219,0.084931627,0.135534629,0.125622436,0.481451392,0.085443765,0.045654543,0.085334532,0.084199965,30.42122459,30.54296875,30.63020897,30.79895782,30.63203239,26.25885391,26.35755157,26.7654953,26.93007851,26.83216095,22.15546989,22.20846558,22.94908905,23.10273552,23.06419373,0,20.24590874,21.749897,21.71614647,21.93958282,22.07823181,4.492708206,4.488151073,4.479557514,4.401302338,4.421875,65.48124695,50.45872498,48.25585938,85.97956085,75.64231873,1187.937622,772.9377441,963.7495728,1300.495728,1265.717163,25.87655067,26.33630943,26.95208359,26.37966347,24.71785164,23.645998,22.79436874,23.18602371,23.76716614,24.66022682,25.58727264,25.99546814,96.21484375,87.115242,88.59184265,98.04238129,119.2946396,159.2381744,580.7611084,659.7374268,747.2374878,841.362793,932.4269409,27.03982162,30.71690369,34.79084396,39.17324829,43.41313171,9.67414093,8.659166336,8.685051918,11.36479187,11.28850269
KE202200000078,2022,78,487.0317383,554.1815186,632.2436523,721.949646,845.3479004,16.09077835,12.58627033,12.30770969,22.42313576,21.09929657,30.36693192,30.86420059,30.72819519,30.75152779,30.49267197,8.204079628,8.236458778,7.655946255,7.744140625,7.446094036,2,214.4980316,0.410598278,0.375075012,0.37223959,0.397179514,0.428315371,0,0,0,0,0,28.66011238,8,0.131309807,0.043268379,0.16774112,0.472952515,0.576614022,0.692959964,25.44335175,26.14241219,26.21282959,26.29171944,26.32465363,51.73777771,578.7052612,72.4018631,0.131835371,5.086452484,0.444418967,0.193654001,0.172385812,0.174521551,0.116482362,0.42348361,0.129609197,0.110706404,0.118012473,0.07481885,30.40503502,30.82374191,30.59210014,30.7967453,30.57829857,26.27617264,26.68111992,26.74105835,26.90468788,26.82877731,22.20095634,22.58728409,22.93615532,23.05260468,23.13220596,0.110294841,20.51977348,21.42062569,21.6974659,21.83190918,22.15663528,4.298784733,4.399349213,4.267361164,4.211197853,4.223307133,69.17079163,55.37139893,52.52144241,94.4282608,89.10881042,1349.173828,884.081543,1199.188721,1858.272461,1683.540649,26.08562279,26.50470352,27.0399971,26.39486504,24.7649231,23.89101601,23.0086441,23.17959404,23.73262787,24.76029396,25.38691902,25.94949913,22.81640625,2201.611084,2999.419434,3460.732666,3482.329346,3971.273193,10920.94531,12406.05957,14051.45703,15821.44141,17533.85938,508.7477112,577.9311523,654.5812988,737.0352783,816.8076172,10.22897625,8.98059845,9.212938309,12.38135433,11.97401905
KE202200000079,2022,79,406.9914246,463.1056213,528.3387451,603.3022461,706.1876831,15.81197739,12.35509682,12.16533279,22.14440536,20.89414406,30.23511314,31.38572884,30.75788116,30.96368027,30.49093056,8.2865448,8.317708015,7.738324642,7.827213764,7.523697853,2,211.8251953,0.398909837,0.341311097,0.352852404,0.369019777,0.408651799,0,0,0,0,0,27.19509315,8,0.0145914,0.040430743,0.157447353,0.467050314,0.579658031,0.687325656,25.33965874,26.32131958,26.16716957,26.29458427,26.2734375,45.19578171,390.1796875,51.27667618,0.12258067,3.692100286,0.466240138,0.207383901,0.169125587,0.176586911,0.11950627,0.451999098,0.143124759,0.107823864,0.119955279,0.07736636,30.40329933,30.82365417,30.59019089,30.79335976,30.57170105,26.23372459,26.64023399,26.69748306,26.85989571,26.78320313,22.11675453,22.50594711,22.85186768,22.96614647,23.04800415,0.230366185,20.44420433,21.25690842,21.57645798,21.62548637,22.05594254,4.305382252,4.407422066,4.27430582,4.219010353,4.227213383,68.07660675,54.45412445,51.99835205,93.42747498,88.32400513,1353.328735,840.9542847,1146.261719,1773.776367,1570.989014,25.8728199,26.29808998,26.87414551,26.22067451,24.58867645,23.70734978,22.83183861,23.04510307,23.57250786,24.57963181,25.24560928,25.79266167,19.97753906,1837.483032,2062.913086,2410.449951,2009.975464,2356.415527,8914.175781,10126.39453,11469.44336,12914.18555,14311.94043,415.2631836,471.7339172,534.2992554,601.6019897,666.7158203,10.1774826,8.956588745,9.194613457,12.30843735,11.95920944
KE202200000080,2022,80,411.4845886,468.2182922,534.1715698,609.9627075,671.1118164,15.08040905,11.7746973,11.8458128,21.41834641,20.57526207,31.22438049,34.17938614,32.76231384,33.07513809,31.97583961,8.552865028,8.576968193,8.005396843,8.098451614,7.772656441,2,190.9521484,0.378289878,0.313533396,0.345709503,0.337062806,0.365150481,0,0,0,0,0,44.46938324,6,0.043774199,0.036698624,0.139214277,0.443675697,0.580413342,0.679783225,25.65391541,27.66770363,27.14288712,27.36170769,26.89280701,55.30564499,164.7146149,61.41476059,0.44271782,5.601430416,0.495135784,0.251589149,0.138733208,0.154589057,0.109724097,0.492065579,0.19039996,0.08287812,0.099654198,0.06954509,30.42714119,30.84917641,30.61252975,30.81390381,30.57933998,26.12591171,26.53554726,26.58509827,26.74461937,26.66590118,21.87427711,22.27220726,22.60713387,22.71545219,22.80668449,1.258370876,20.0834465,21.15601921,21.5234623,21.64827538,21.80977631,4.319502354,4.424262047,4.288657665,4.236718655,4.232248306,65.13985443,52.09434128,50.80263519,90.74350739,87.07962036,1145.180298,742.2958984,935.1054688,1480.235962,1336.283447,25.73814392,26.33307076,26.9699688,26.32094574,24.61822891,23.7059536,22.90398979,23.11681175,23.64528847,24.59950447,25.4421711,25.887043,15.61328125,2859.675781,3514.138428,3862.187988,3648.644775,4427.410645,5375.995605,6107.064941,6917.036621,7788.336914,8631.299805,250.4507446,284.5089722,322.2430115,362.8341675,402.1051331,10.02044582,8.883775711,9.137964249,12.03251171,11.92829514
KE202200000081,2022,81,411.4845886,468.2182922,534.1715698,609.9627075,671.1118164,15.08040905,11.7746973,11.8458128,21.41834641,20.57526207,31.22438049,34.17938614,32.76231384,33.07513809,31.97583961,8.552865028,8.576968193,8.005396843,8.098451614,7.772656441,2,190.9521484,0.378289878,0.313533396,0.345709503,0.337062806,0.365150481,0,0,0,0,0,44.46938324,6,0.043774199,0.036698624,0.139214277,0.443675697,0.580413342,0.679783225,25.65391541,27.66770363,27.14288712,27.36170769,26.89280701,55.30564499,164.7146149,61.41476059,0.44271782,5.601430416,0.495135784,0.251589149,0.138733208,0.154589057,0.109724097,0.492065579,0.19039996,0.08287812,0.099654198,0.06954509,30.42714119,30.84917641,30.61252975,30.81390381,30.57933998,26.12591171,26.53554726,26.58509827,26.74461937,26.66590118,21.87427711,22.27220726,22.60713387,22.71545219,22.80668449,1.258370876,20.0834465,21.15601921,21.5234623,21.64827538,21.80977631,4.319502354,4.424262047,4.288657665,4.236718655,4.232248306,65.13985443,52.09434128,50.80263519,90.74350739,87.07962036,1145.180298,742.2958984,935.1054688,1480.235962,1336.283447,25.73814392,26.33307076,26.9699688,26.32094574,24.61822891,23.7059536,22.90398979,23.11681175,23.64528847,24.59950447,25.4421711,25.887043,15.61328125,2859.675781,3514.138428,3862.187988,3648.644775,4427.410645,5375.995605,6107.064941,6917.036621,7788.336914,8631.299805,250.4507446,284.5089722,322.2430115,362.8341675,402.1051331,10.02044582,8.883775711,9.137964249,12.03251171,11.92829514
KE202200000082,2022,82,258.4838562,294.1224976,335.5526428,383.1625671,451.1240845,15.75042915,12.27948666,12.07036877,22.07999992,20.62078476,30.55093384,31.91687584,31.36665535,31.10637665,30.93310738,8.243662834,8.278588295,7.694256306,7.781062126,7.483593941,2,255.6982269,0.401926696,0.348877072,0.346586049,0.359742522,0.408158004,0,0,0,0,0,24.19865036,8,0,0.040332101,0.147115558,0.446591318,0.557669163,0.669510722,25.45900917,26.55714607,26.43661308,26.32276154,26.47974777,31.33547401,266.3533325,36.26733398,0.121364281,3.415537119,0.496329427,0.206726506,0.164596617,0.183374047,0.1268861,0.493364424,0.142644539,0.103922255,0.126957297,0.083910942,30.36938667,30.79214478,30.55552673,30.75727654,30.53802109,26.22096443,26.62799454,26.68504143,26.84704971,26.76986504,22.12572479,22.51355743,22.8612709,22.97621536,23.0544281,0.013114627,20.3670826,21.19741821,21.50657463,21.53914261,22.02639008,4.306192398,4.410112858,4.275231361,4.219531536,4.2292099,67.82437897,54.15391922,51.60361862,93.16725922,87.20962524,1400.518311,863.7156982,1156.440552,1771.652344,1586.647583,25.66721916,26.11020851,26.70778656,26.02955818,24.38481331,23.47552681,22.60726166,22.83571434,23.38092995,24.38596535,25.06086731,25.58122063,30.87402344,989.119751,1207.09729,1409.483643,1272.472778,1525.936035,6377.690918,7244.978516,8205.870117,9239.517578,10239.54785,297.0877991,337.4880676,382.2486572,430.3983765,476.9821472,10.23136044,8.998099327,9.23769474,12.44297409,11.99468994
KE202200000083,2022,83,83.51062012,95.02470398,108.4098969,123.7916641,149.3232422,16.0588665,12.52079678,12.08790493,22.18481636,20.34936714,30.15579605,31.76499939,31.38020706,31.15104103,30.82812691,8.066536903,8.110286713,7.511588573,7.586067677,7.32487011,2,171.4570313,0.435338616,0.385533333,0.412501574,0.412279159,0.469162613,0,0,0,0,0,24.95295906,8,0.145884529,0.041466277,0.148403004,0.458978266,0.556446612,0.676246285,25.36653328,26.71656227,26.60343742,26.48734283,26.5242691,54.54368591,83.5607605,26.08194923,0.179904282,4.027620792,0.476418018,0.153733775,0.152835473,0.175478622,0.119614512,0.466003358,0.094329745,0.093910821,0.120187916,0.078091592,30.36106873,30.73828125,30.54895782,30.74895859,30.54296875,26.29947853,26.65911484,26.77096367,26.93554688,26.85638046,22.29453278,22.62799454,23.03737068,23.16289139,23.21809959,0.009307703,20.57727242,21.66812515,21.82666588,21.82364655,22.2204113,4.317708492,4.404557228,4.288151264,4.227864742,4.246875286,69.33750153,55.1485672,51.83476639,93.79440308,86.4212265,1248.44165,800.1258545,1050.811768,1689.938354,1527.419067,25.84175682,26.39585495,27.0212841,26.34439659,24.70829964,23.83454132,22.99946976,23.17550468,23.60389328,24.6439476,25.29628563,25.82878113,49.79296875,275.1034546,340.3694763,388.5073242,316.006897,435.9632568,2154.550293,2447.54248,2772.156738,3121.349854,3459.186035,100.3544846,114.0014572,129.1213226,145.3860016,161.1217194,10.30710983,9.043541908,9.244113922,12.53791618,11.97639275
KE202200000084,2022,84,159.7640533,181.791626,207.3988342,236.8256683,262.95755,15.30470276,11.92347431,11.41506004,20.41141891,18.19942284,29.22300529,30.9169445,30.83064651,31.1089592,29.79902649,8.089670181,8.146556854,7.521253109,7.542679787,7.406843185,2,21.71809387,0.46439293,0.437104195,0.424671203,0.422047764,0.477617085,0,0,0,0,0,30.45586205,7,0,0.046827406,0.150721774,0.47635445,0.588461399,0.668536961,25.37312508,26.65094376,26.67870903,26.86940384,26.32798004,49.61378479,232.825058,20.37146378,0.341725439,2.014086485,0.473563284,0.115183935,0.12404605,0.143788815,0.115048833,0.463002682,0.06510289,0.071402907,0.091789201,0.075683028,30.49173927,30.7192421,30.69758415,30.87701035,30.71779633,26.41530609,26.62537575,26.91817093,27.08483887,26.99538612,22.40206909,22.57268524,23.17633057,23.33433342,23.31095314,0.035226099,21.52324486,22.38494301,22.52677155,22.62985039,22.8569355,4.451258659,4.482320786,4.427517414,4.359591961,4.387022495,68.12519073,53.44483566,50.54038239,88.98545837,79.84127808,1196.346436,851.2643433,1079.717041,1654.891113,1531.602783,26.69246101,27.1591568,27.58581543,27.11550713,25.41400528,24.53414345,23.71650124,23.96456528,24.46221924,25.4912262,26.25700951,26.78520012,22.20097542,855.1589355,1068.896484,1147.75647,1208.533691,1546.256104,5071.558105,5761.227539,6525.331055,7347.290527,8142.517578,236.168869,268.2849426,303.8671875,342.1436157,379.1752319,9.609400749,8.467337608,8.695310593,11.6899519,11.20098782
KE202200000085,2022,85,968.663147,1102.218262,1257.476807,1435.894287,1732.903931,15.79189777,12.32669735,11.80289745,21.30849838,19.22866058,29.42087173,31.74116898,31.46988487,30.85437584,30.66226959,8.022309303,8.073409081,7.460951805,7.504022121,7.320153713,2,26.25487709,0.396101147,0.349184364,0.351644963,0.370775938,0.377665758,0,0,0,0,0,46.0477562,8,0.043761693,0.043485787,0.14162004,0.465475678,0.570062101,0.668049932,25.5466671,27.13955498,27.12778473,26.834589,26.94872665,769.9331055,294.458313,176.0489502,0.273827672,41.03108978,0.435883939,0.099397726,0.166665211,0.180472806,0.119227789,0.412846684,0.054682527,0.106013663,0.127064764,0.079039268,30.45088387,30.74933434,30.64885712,30.83870125,30.66293526,26.40882492,26.69042206,26.8991909,27.06585693,26.98161125,22.42857361,22.67592621,23.18790627,23.33468056,23.34278107,1.286365151,21.67246246,22.53793907,22.78568268,22.81480408,23.23518372,4.391189575,4.448061466,4.363628387,4.2995224,4.326258659,69.34520721,54.82990265,51.50345993,91.61636353,83.18815613,1181.161011,787.0805054,1066.494141,1667.90686,1560.143066,26.57751465,26.90457726,27.5304451,27.15519714,25.52210426,24.70052338,23.94086838,24.12508965,24.51624107,25.56961632,26.13709068,26.56780815,19.23101234,4521.487793,5838.435059,6588.087891,6103.172852,7416.136719,21763.30859,24722.85156,28001.80859,31529.04102,34941.55469,1013.798584,1151.662842,1304.40625,1468.714966,1627.679932,9.906692505,8.688564301,8.926711082,12.1065836,11.51072216
KE202200000086,2022,86,968.663147,1102.218262,1257.476807,1435.894287,1732.903931,15.79189777,12.32669735,11.80289745,21.30849838,19.22866058,29.42087173,31.74116898,31.46988487,30.85437584,30.66226959,8.022309303,8.073409081,7.460951805,7.504022121,7.320153713,2,26.25487709,0.396101147,0.349184364,0.351644963,0.370775938,0.377665758,0,0,0,0,0,46.0477562,8,0.043761693,0.043485787,0.14162004,0.465475678,0.570062101,0.668049932,25.5466671,27.13955498,27.12778473,26.834589,26.94872665,769.9331055,294.458313,176.0489502,0.273827672,41.03108978,0.435883939,0.099397726,0.166665211,0.180472806,0.119227789,0.412846684,0.054682527,0.106013663,0.127064764,0.079039268,30.45088387,30.74933434,30.64885712,30.83870125,30.66293526,26.40882492,26.69042206,26.8991909,27.06585693,26.98161125,22.42857361,22.67592621,23.18790627,23.33468056,23.34278107,1.286365151,21.67246246,22.53793907,22.78568268,22.81480408,23.23518372,4.391189575,4.448061466,4.363628387,4.2995224,4.326258659,69.34520721,54.82990265,51.50345993,91.61636353,83.18815613,1181.161011,787.0805054,1066.494141,1667.90686,1560.143066,26.57751465,26.90457726,27.5304451,27.15519714,25.52210426,24.70052338,23.94086838,24.12508965,24.51624107,25.56961632,26.13709068,26.56780815,19.23101234,4521.487793,5838.435059,6588.087891,6103.172852,7416.136719,21763.30859,24722.85156,28001.80859,31529.04102,34941.55469,1013.798584,1151.662842,1304.40625,1468.714966,1627.679932,9.906692505,8.688564301,8.926711082,12.1065836,11.51072216
